total.dvit,dvit,dvit.number,location,block,row,vine,cultivar,country,parentage
DVIT0834.0000C,DVIT0834,834,  L  7 31,L,7,31,Mondeuse,FRANCE,NA
DVIT0834.0000D,DVIT0834,834,  L  7 32,L,7,32,Mondeuse,FRANCE,NA
DVIT0836.0000F,DVIT0836,836,  L 14  5,L,14,5,Montanaccio,FRANCE,NA
DVIT0836.0000D,DVIT0836,836,  L 14  6,L,14,6,Montanaccio,FRANCE,NA
DVIT0835.0000C,DVIT0835,835,  L  7 33,L,7,33,Montils,ITALY,NA
DVIT0835.0000D,DVIT0835,835,  L  7 34,L,7,34,Montils,ITALY,NA
DVIT0837.0000E,DVIT0837,837,  L  7 36,L,7,36,Montils,FRANCE,NA
DVIT0462.0000C,DVIT0462,462,  K  6 11,K,6,11,Monukka,AFGHANISTAN,NA
DVIT0462.0000D,DVIT0462,462,  K  6 12,K,6,12,Monukka,AFGHANISTAN,NA
DVIT0461.0000C,DVIT0461,461,  L  3  1,L,3,1,Morescono,ITALY,NA
DVIT0461.0000E,DVIT0461,461,  L  3  2,L,3,2,Morescono,ITALY,NA
DVIT3261.0000A,DVIT3261,3261,  L 18 79,L,18,79,Morio Muscat,UNKNOWN,Silvaner x Pinot Blanc
DVIT3261.0000B,DVIT3261,3261,  L 18 80,L,18,80,Morio Muscat,UNKNOWN,Silvaner x Pinot Blanc
DVIT0839.0000C,DVIT0839,839,  L 14  7,L,14,7,Morrastel,FRANCE,NA
DVIT0839.0000D,DVIT0839,839,  L 14  8,L,14,8,Morrastel,FRANCE,NA
DVIT0840.0000C,DVIT0840,840,  L 14  9,L,14,9,Mortagua,PORTUGAL,NA
DVIT0840.0000D,DVIT0840,840,  L 14 10,L,14,10,Mortagua,PORTUGAL,NA
DVIT0842.0000G,DVIT0842,842,  L  7 41,L,7,41,Moscatel Galego,PORTUGAL,NA
DVIT0842.0000F,DVIT0842,842,  L  7 42,L,7,42,Moscatel Galego,PORTUGAL,NA
DVIT2328.0000A,DVIT2328,2328,  K  3 35,K,3,35,Moscatel Ros. De Blas,ARGENTINA,NA
DVIT2328.0000B,DVIT2328,2328,  K  3 36,K,3,36,Moscatel Ros. De Blas,ARGENTINA,NA
DVIT0844.0000E,DVIT0844,844,  L  7 45,L,7,45,Moscato Bianco,ITALY,NA
DVIT0844.0000F,DVIT0844,844,  L  7 46,L,7,46,Moscato Bianco,ITALY,NA
DVIT2109.0000A,DVIT2109,2109,  K  2 29,K,2,29,Moscato D'adda,ITALY,MUSCAT HAMBURG S. P.
DVIT2109.0000B,DVIT2109,2109,  K  2 30,K,2,30,Moscato D'adda,ITALY,MUSCAT HAMBURG S. P.
DVIT3317.0000A,DVIT3317,3317,  K 16 77,K,16,77,Moscato Di Terracina,USA,NA
DVIT3317.0000B,DVIT3317,3317,  K 16 78,K,16,78,Moscato Di Terracina,USA,NA
DVIT0864.0000C,DVIT0864,864,  L  7 75,L,7,75,Moscato Di Terracina,ITALY,NA
DVIT0864.0000D,DVIT0864,864,  L  7 76,L,7,76,Moscato Di Terracina,ITALY,NA
DVIT2062.0000C,DVIT2062,2062,  L 13  9,L,13,9,Moscato Jesus,UNKNOWN,NA
DVIT2062.0000E,DVIT2062,2062,  L 13 10,L,13,10,Moscato Jesus,UNKNOWN,NA
DVIT0845.0000C,DVIT0845,845,  L  7 47,L,7,47,Moscato Mavro,GREECE,NA
DVIT0845.0000E,DVIT0845,845,  L  7 48,L,7,48,Moscato Mavro,GREECE,NA
DVIT0846.0000C,DVIT0846,846,  L 14 11,L,14,11,Moscato Samos,GREECE,NA
DVIT0846.0000D,DVIT0846,846,  L 14 12,L,14,12,Moscato Samos,GREECE,NA
DVIT0847.0000C,DVIT0847,847,  L  7 49,L,7,49,Moschardina,GREECE,NA
DVIT0847.0000D,DVIT0847,847,  L  7 50,L,7,50,Moschardina,GREECE,NA
DVIT1043.0000C,DVIT1043,1043,  L 11 73,L,11,73,Mosho Patata,GREECE,NA
DVIT1043.0000D,DVIT1043,1043,  L 11 74,L,11,74,Mosho Patata,GREECE,NA
DVIT0849.0000C,DVIT0849,849,  L  7 53,L,7,53,Mourisco,PORTUGAL,NA
DVIT0849.0000E,DVIT0849,849,  L  7 54,L,7,54,Mourisco,PORTUGAL,NA
DVIT0850.0000C,DVIT0850,850,  L  7 55,L,7,55,Mourisco Branco,PORTUGAL,NA
DVIT0850.0000D,DVIT0850,850,  L  7 56,L,7,56,Mourisco Branco,PORTUGAL,NA
DVIT0319.0000C,DVIT0319,319,  K  3 71,K,3,71,Mourvedre Famellestadt,GERMANY,NA
DVIT0319.0000D,DVIT0319,319,  K  3 72,K,3,72,Mourvedre Famellestadt,GERMANY,NA
DVIT0851.0000C,DVIT0851,851,  L  7 57,L,7,57,Mouska,GREECE,NA
DVIT0851.0000D,DVIT0851,851,  L  7 58,L,7,58,Mouska,GREECE,NA
DVIT2160.0000A,DVIT2160,2160,  K  2 59,K,2,59,Mrs Pince Black Muscat,UNITED KINGDOM,PINCE'S BLACK
DVIT2160.0000B,DVIT2160,2160,  K  2 60,K,2,60,Mrs Pince Black Muscat,UNITED KINGDOM,PINCE'S BLACK
DVIT0853.0000C,DVIT0853,853,  L  7 61,L,7,61,Mueller-thurgau,AUSTRIA,NA
DVIT0853.0000E,DVIT0853,853,  L  7 62,L,7,62,Mueller-thurgau,AUSTRIA,NA
DVIT2046.0000D,DVIT2046,2046,  K  9 74,K,9,74,Munuka Sufed,UNKNOWN,NA
DVIT0854.0000C,DVIT0854,854,  L  7 63,L,7,63,Mureto,PORTUGAL,NA
DVIT0854.0000D,DVIT0854,854,  L  7 64,L,7,64,Mureto,PORTUGAL,NA
DVIT0320.0000B,DVIT0320,320,  K  1  6,K,1,6,Murma Isium,GERMANY,NA
DVIT0855.0000C,DVIT0855,855,  L  7 65,L,7,65,Muscadelle De Bordelais,UNKNOWN,NA
DVIT0855.0000D,DVIT0855,855,  L  7 66,L,7,66,Muscadelle De Bordelais,UNKNOWN,NA
DVIT2170.0000A,DVIT2170,2170,  K  2 77,K,2,77,Muscat Blanc,FRANCE,NA
DVIT2170.0000B,DVIT2170,2170,  K  2 78,K,2,78,Muscat Blanc,FRANCE,NA
DVIT0463.0000B,DVIT0463,463,  K 11 69,K,11,69,Muscat Bowood,EGYPT,NA
DVIT0463.0000C,DVIT0463,463,  K 11 70,K,11,70,Muscat Bowood,EGYPT,NA
DVIT1313.0000C,DVIT1313,1313,  K  9 25,K,9,25,Muscat Br39,UNKNOWN,NA
DVIT1313.0000D,DVIT1313,1313,  K  9 26,K,9,26,Muscat Br39,UNKNOWN,NA
DVIT2389.0000A,DVIT2389,2389,  K  3 43,K,3,43,Muscat Caillaba,UNKNOWN,NA
DVIT2389.0000B,DVIT2389,2389,  K  3 44,K,3,44,Muscat Caillaba,UNKNOWN,NA
DVIT0856.0000C,DVIT0856,856,  L 14 35,L,14,35,Muscat Canelli,FRANCE,NA
DVIT0856.0000D,DVIT0856,856,  L 14 36,L,14,36,Muscat Canelli,FRANCE,NA
DVIT0858.0000C,DVIT0858,858,  L  7 69,L,7,69,Muscat Crime,UNKNOWN,NA
DVIT0858.0000D,DVIT0858,858,  L  7 70,L,7,70,Muscat Crime,UNKNOWN,NA
DVIT2166.0000A,DVIT2166,2166,  K  2 69,K,2,69,Muscat De L'adda,FRANCE,MUSCAT HAMBURG S.P.
DVIT2166.0000B,DVIT2166,2166,  K  2 70,K,2,70,Muscat De L'adda,FRANCE,MUSCAT HAMBURG S.P.
DVIT2063.0000C,DVIT2063,2063,  L 13 11,L,13,11,Muscat De Pantellana,UNKNOWN,NA
DVIT2063.0000D,DVIT2063,2063,  L 13 12,L,13,12,Muscat De Pantellana,UNKNOWN,NA
DVIT0467.0000C,DVIT0467,467,  K  6  7,K,6,7,Muscat Flame,UNKNOWN,NA
DVIT0467.0000D,DVIT0467,467,  K  6  8,K,6,8,Muscat Flame,UNKNOWN,NA
DVIT0859.0000C,DVIT0859,859,  L  7 71,L,7,71,Muscat Galego,PORTUGAL,NA
DVIT0859.0000E,DVIT0859,859,  L  7 72,L,7,72,Muscat Galego,PORTUGAL,NA
DVIT0464.0000C,DVIT0464,464,  K  6  3,K,6,3,Muscat Gros Noir Hatif,FRANCE,NA
DVIT0464.0000D,DVIT0464,464,  K  6  4,K,6,4,Muscat Gros Noir Hatif,FRANCE,NA
DVIT0468.0000C,DVIT0468,468,  K  6  9,K,6,9,Muscat Hamburg,UNITED KINGDOM,SCHIAVA GROSSA X MUSCAT OF ALEXANDRIA
DVIT0468.0000E,DVIT0468,468,  K  6 10,K,6,10,Muscat Hamburg,UNITED KINGDOM,SCHIAVA GROSSA X MUSCAT OF ALEXANDRIA
DVIT0860.0000C,DVIT0860,860,  K  9 11,K,9,11,Muscat Hamburg,UNITED KINGDOM,SCHIAVA GROSSA X MUSCAT OF ALEXANDRIA
DVIT0860.0000D,DVIT0860,860,  K  9 12,K,9,12,Muscat Hamburg,UNITED KINGDOM,SCHIAVA GROSSA X MUSCAT OF ALEXANDRIA
DVIT1059.0000C,DVIT1059,1059,  K  9 17,K,9,17,Muscat Hamburg,DENMARK,SCHIAVA GROSSA X MUSCAT OF ALEXANDRIA
DVIT1059.0000D,DVIT1059,1059,  K  9 18,K,9,18,Muscat Hamburg,DENMARK,SCHIAVA GROSSA X MUSCAT OF ALEXANDRIA
DVIT0469.0000E,DVIT0469,469,  K 11 13,K,11,13,Muscat Noir,FRANCE,NA
DVIT0469.0000D,DVIT0469,469,  K 11 14,K,11,14,Muscat Noir,FRANCE,NA
DVIT0470.0000C,DVIT0470,470,  K  6 13,K,6,13,Muscat Noir De Hongrie,UNKNOWN,NA
DVIT0470.0000D,DVIT0470,470,  K  6 14,K,6,14,Muscat Noir De Hongrie,UNKNOWN,NA
DVIT0466.0000C,DVIT0466,466,  K  6  5,K,6,5,Muscat Of Alexandria,EGYPT,NA
DVIT0466.0000D,DVIT0466,466,  K  6  6,K,6,6,Muscat Of Alexandria,EGYPT,NA
DVIT0465.0000C,DVIT0465,465,  K 11 71,K,11,71,Muscat Of Alexandria,EGYPT,NA
DVIT0465.0000D,DVIT0465,465,  K 11 72,K,11,72,Muscat Of Alexandria,EGYPT,NA
DVIT0841.0000C,DVIT0841,841,  L  7 39,L,7,39,Muscat of Alexandria,PORTUGAL,NA
DVIT0841.0000E,DVIT0841,841,  L  7 40,L,7,40,Muscat of Alexandria,PORTUGAL,NA
DVIT0843.0000C,DVIT0843,843,  L  7 43,L,7,43,Muscat of Alexandria,GREECE,NA
DVIT0843.0000F,DVIT0843,843,  L  7 44,L,7,44,Muscat of Alexandria,GREECE,NA
DVIT2390.0000A,DVIT2390,2390,  K  3 45,K,3,45,Muscat Of Hungary,HUNGARY,NA
DVIT2390.0000B,DVIT2390,2390,  K  3 46,K,3,46,Muscat Of Hungary,HUNGARY,NA
DVIT2643.0000A,DVIT2643,2643,  K 13 33,K,13,33,Muscat Oliver,YUGOSLAVIA,NA
DVIT2643.0000B,DVIT2643,2643,  K 13 34,K,13,34,Muscat Oliver,YUGOSLAVIA,NA
DVIT0861.0000C,DVIT0861,861,  L  7 73,L,7,73,Muscat Ottonel,AUSTRIA,NA
DVIT0861.0000D,DVIT0861,861,  L  7 74,L,7,74,Muscat Ottonel,AUSTRIA,NA
DVIT3218.0000I,DVIT3218,3218,  K 16 67,K,16,67,Muscat Pappo,USA,NA
DVIT3218.0000J,DVIT3218,3218,  K 16 68,K,16,68,Muscat Pappo,USA,NA
DVIT1656.0000E,DVIT1656,1656,  K  9 49,K,9,49,Muscat Rouge Fouce,FRANCE,NA
DVIT1656.0000F,DVIT1656,1656,  K  9 50,K,9,50,Muscat Rouge Fouce,FRANCE,NA
DVIT0471.0000A,DVIT0471,471,  K  1 17,K,1,17,Muscat St. Laurent,FRANCE,NA
DVIT0471.0000B,DVIT0471,471,  K  1 18,K,1,18,Muscat St. Laurent,FRANCE,NA
DVIT0862.0000F,DVIT0862,862,  K  9 13,K,9,13,Muscat St. Laurent,FRANCE,NA
DVIT0862.0000D,DVIT0862,862,  K  9 14,K,9,14,Muscat St. Laurent,FRANCE,NA
DVIT0472.0000C,DVIT0472,472,  K  6 15,K,6,15,Muscat Szauter,UNKNOWN,NA
DVIT0472.0000D,DVIT0472,472,  K  6 16,K,6,16,Muscat Szauter,UNKNOWN,NA
DVIT0863.0000C,DVIT0863,863,  L 14 37,L,14,37,Muscat Szauter,UNKNOWN,NA
DVIT0863.0000D,DVIT0863,863,  L 14 38,L,14,38,Muscat Szauter,UNKNOWN,NA
DVIT0473.0000C,DVIT0473,473,  K  6 17,K,6,17,Muscat Talebot,FRANCE,NA
DVIT0473.0000D,DVIT0473,473,  K  6 18,K,6,18,Muscat Talebot,FRANCE,NA
DVIT2256.0000A,DVIT2256,2256,  K  3  9,K,3,9,Muscato Vidor,UNKNOWN,NA
DVIT2256.0000B,DVIT2256,2256,  K  3 10,K,3,10,Muscato Vidor,UNKNOWN,NA
DVIT0865.0000C,DVIT0865,865,  L  7 77,L,7,77,Naboda,UNKNOWN,NA
DVIT0865.0000D,DVIT0865,865,  L  7 78,L,7,78,Naboda,UNKNOWN,NA
DVIT2511.0000B,DVIT2511,2511,  K 13  5,K,13,5,Namonia,PAKISTAN,NA
DVIT2511.0000C,DVIT2511,2511,  K 13  6,K,13,6,Namonia,PAKISTAN,NA
DVIT0866.0000C,DVIT0866,866,  L  7 79,L,7,79,Nasa Veltliner,UNKNOWN,NA
DVIT0866.0000D,DVIT0866,866,  L  7 80,L,7,80,Nasa Veltliner,UNKNOWN,NA
DVIT0867.0000C,DVIT0867,867,  L  8  1,L,8,1,Nebbiolo,ITALY,NA
DVIT0867.0000D,DVIT0867,867,  L  8  2,L,8,2,Nebbiolo,ITALY,NA
DVIT0868.0000C,DVIT0868,868,  L  8  3,L,8,3,Nebbiolo Bourgu,UNKNOWN,NA
DVIT0868.0000E,DVIT0868,868,  L  8  4,L,8,4,Nebbiolo Bourgu,UNKNOWN,NA
DVIT0869.0000C,DVIT0869,869,  L  8  5,L,8,5,Nebbiolo Fino,ITALY,NA
DVIT0869.0000E,DVIT0869,869,  L  8  6,L,8,6,Nebbiolo Fino,ITALY,NA
DVIT2921.0000A,DVIT2921,2921,  L 16  3,L,16,3,Nebbiolo Michet,ITALY,NA
DVIT2921.0000B,DVIT2921,2921,  L 16  4,L,16,4,Nebbiolo Michet,ITALY,NA
DVIT0871.0000C,DVIT0871,871,  L  8  7,L,8,7,Nebbiolo Tronero,UNKNOWN,NA
DVIT0871.0000D,DVIT0871,871,  L  8  8,L,8,8,Nebbiolo Tronero,UNKNOWN,NA
DVIT2514.0000C,DVIT2514,2514,  K 14 41,K,14,41,Neeli,PAKISTAN,NA
DVIT2514.0000D,DVIT2514,2514,  K 14 42,K,14,42,Neeli,PAKISTAN,NA
DVIT2507.0000E,DVIT2507,2507,  K 14 35,K,14,35,Neelilay,PAKISTAN,NA
DVIT2507.0000F,DVIT2507,2507,  K 14 36,K,14,36,Neelilay,PAKISTAN,NA
DVIT0870.0999C,DVIT0870,870,  L  2 50,L,2,50,Negrara Gattinara,UNKNOWN,NA
DVIT2329.0000A,DVIT2329,2329,  L  2 55,L,2,55,Negrette,FRANCE,NA
DVIT2329.0000B,DVIT2329,2329,  L  2 56,L,2,56,Negrette,FRANCE,NA
DVIT0872.0000C,DVIT0872,872,  L  8  9,L,8,9,Negro Amaro,ITALY,NA
DVIT0872.0000D,DVIT0872,872,  L  8 10,L,8,10,Negro Amaro,ITALY,NA
DVIT2644.0000A,DVIT2644,2644,  L 15  5,L,15,5,Negru Virtos,ROMANIA,NA
DVIT2644.0000B,DVIT2644,2644,  L 15  6,L,15,6,Negru Virtos,ROMANIA,NA
DVIT0873.0000C,DVIT0873,873,  L  8 11,L,8,11,Neiretta,UNKNOWN,NA
DVIT0873.0000D,DVIT0873,873,  L  8 12,L,8,12,Neiretta,UNKNOWN,NA
DVIT0875.0000C,DVIT0875,875,  L  8 15,L,8,15,Neiretto Verzuolo,ITALY,NA
DVIT0875.0000D,DVIT0875,875,  L  8 16,L,8,16,Neiretto Verzuolo,ITALY,NA
DVIT2645.0000A,DVIT2645,2645,  K 13 35,K,13,35,Neo-Muscat,JAPAN,NA
DVIT2645.0000B,DVIT2645,2645,  K 13 36,K,13,36,Neo-Muscat,JAPAN,NA
DVIT0874.0000C,DVIT0874,874,  L  8 13,L,8,13,Nerello Calabrese,ITALY,NA
DVIT0874.0000D,DVIT0874,874,  L  8 14,L,8,14,Nerello Calabrese,ITALY,NA
DVIT0474.0000E,DVIT0474,474,  K  6 19,K,6,19,Netter,ISRAEL,DABUKI X MUSCAT HAMBURG
DVIT0474.0000F,DVIT0474,474,  K  6 20,K,6,20,Netter,ISRAEL,DABUKI X MUSCAT HAMBURG
DVIT0876.0000C,DVIT0876,876,  L  8 17,L,8,17,Niaropes,GREECE,NA
DVIT0876.0000D,DVIT0876,876,  L  8 18,L,8,18,Niaropes,GREECE,NA
DVIT0475.0000C,DVIT0475,475,  K  6 21,K,6,21,Nicolas Horthy #39,HUNGARY,"CHASSELAS, MICHEL TOMPA X MATHIASZ JANOSNE"
DVIT0475.0000D,DVIT0475,475,  K  6 22,K,6,22,Nicolas Horthy #39,HUNGARY,"CHASSELAS, MICHEL TOMPA X MATHIASZ JANOSNE"
DVIT2504.0000A,DVIT2504,2504,  K 14 33,K,14,33,Nilok,PAKISTAN,NA
DVIT2504.0000B,DVIT2504,2504,  K 14 34,K,14,34,Nilok,PAKISTAN,NA
DVIT3245.0000A,DVIT3245,3245,  K 16 71,K,16,71,Nimrang,SOVIET UNION,NA
DVIT3245.0000B,DVIT3245,3245,  K 16 72,K,16,72,Nimrang,SOVIET UNION,NA
DVIT0476.0000C,DVIT0476,476,  K  6 23,K,6,23,Nimrang #58,USSR,NA
DVIT0476.0000D,DVIT0476,476,  K  6 24,K,6,24,Nimrang #58,USSR,NA
DVIT2094.0000A,DVIT2094,2094,  K  2 17,K,2,17,Niunai,CHINA,NA
DVIT2094.0000B,DVIT2094,2094,  K  2 18,K,2,18,Niunai,CHINA,NA
DVIT2104.0000A,DVIT2104,2104,  K  2 25,K,2,25,Niunai,CHINA,NA
DVIT2104.0000B,DVIT2104,2104,  K  2 26,K,2,26,Niunai,CHINA,NA
DVIT0477.0000C,DVIT0477,477,  K 11 15,K,11,15,Nocera,ITALY,NA
DVIT0330.0000E,DVIT0330,330,  K  4  3,K,4,3,Noir D'automne,USSR,NA
DVIT0330.0000D,DVIT0330,330,  K  4  4,K,4,4,Noir D'automne,USSR,NA
DVIT2257.0000A,DVIT2257,2257,  K  3 11,K,3,11,Nonno Giovanni,UNKNOWN,NA
DVIT2257.0000B,DVIT2257,2257,  K  3 12,K,3,12,Nonno Giovanni,UNKNOWN,NA
DVIT2683.0000A,DVIT2683,2683,  K 13 67,K,13,67,Norakert PRG 2224,USSR,Seyanets Malengra x Arakseni Belyi
DVIT2683.0000B,DVIT2683,2683,  K 13 68,K,13,68,Norakert PRG 2224,USSR,Seyanets Malengra x Arakseni Belyi
DVIT2533.0000E,DVIT2533,2533,  K 13 15,K,13,15,Nosargoon,PAKISTAN,NA
DVIT2533.0000F,DVIT2533,2533,  K 13 16,K,13,16,Nosargoon,PAKISTAN,NA
DVIT2045.0000A,DVIT2045,2045,  K  1 65,K,1,65,Nunaka Sia,UNKNOWN,NA
DVIT2045.0000B,DVIT2045,2045,  K  1 66,K,1,66,Nunaka Sia,UNKNOWN,NA
DVIT2922.0000A,DVIT2922,2922,  L 16  5,L,16,5,Oddball,UNKNOWN,NA
DVIT2922.0000I,DVIT2922,2922,  L 16  6,L,16,6,Oddball,UNKNOWN,NA
DVIT0878.0000C,DVIT0878,878,  K 11 75,K,11,75,Oeillade Noire,FRANCE,NA
DVIT0878.0000J,DVIT0878,878,  K 11 76,K,11,76,Oeillade Noire,FRANCE,NA
DVIT0478.0000B,DVIT0478,478,  K  6 25,K,6,25,Ohanes,SPAIN,NA
DVIT0478.0000F,DVIT0478,478,  K  6 26,K,6,26,Ohanes,SPAIN,NA
DVIT0877.0000C,DVIT0877,877,  L  8 19,L,8,19,Oki di Boi,UNKNOWN,NA
DVIT0877.0000D,DVIT0877,877,  L  8 20,L,8,20,Oki di Boi,UNKNOWN,NA
DVIT0589.0000C,DVIT0589,589,  K  8 45,K,8,45,Olho De Pargo,PORTUGAL,NA
DVIT0589.0000D,DVIT0589,589,  K  8 46,K,8,46,Olho De Pargo,PORTUGAL,NA
DVIT0590.0000C,DVIT0590,590,  K  8 47,K,8,47,Olivette Bauthelet,FRANCE,CORNICHON BLANC X OLIVETTE BLANCHE
DVIT0590.0000D,DVIT0590,590,  K  8 48,K,8,48,Olivette Bauthelet,FRANCE,CORNICHON BLANC X OLIVETTE BLANCHE
DVIT0479.0000C,DVIT0479,479,  K  6 27,K,6,27,Olivette Blanche,FRANCE,NA
DVIT0479.0000D,DVIT0479,479,  K  6 28,K,6,28,Olivette Blanche,FRANCE,NA
DVIT0480.0000C,DVIT0480,480,  K  6 29,K,6,29,Olivette Blanche,FRANCE,NA
DVIT0480.0000D,DVIT0480,480,  K  6 30,K,6,30,Olivette Blanche,FRANCE,NA
DVIT1306.0000C,DVIT1306,1306,  K 10  3,K,10,3,Olivette Noir,FRANCE,NA
DVIT1306.0000D,DVIT1306,1306,  K 10  4,K,10,4,Olivette Noir,FRANCE,NA
DVIT1657.0000C,DVIT1657,1657,  K  9 51,K,9,51,Olivette Noire,FRANCE,NA
DVIT1657.0000D,DVIT1657,1657,  K  9 52,K,9,52,Olivette Noire,FRANCE,NA
DVIT0481.0000C,DVIT0481,481,  K  6 31,K,6,31,Olivette Rose,FRANCE,NA
DVIT0481.0000D,DVIT0481,481,  K  6 32,K,6,32,Olivette Rose,FRANCE,NA
DVIT0482.0000E,DVIT0482,482,  K  6 33,K,6,33,Olivette Vendemien,FRANCE,NA
DVIT0482.0000D,DVIT0482,482,  K  6 34,K,6,34,Olivette Vendemien,FRANCE,NA
DVIT1796.0000D,DVIT1796,1796,  K 12 11,K,12,11,Olmo (030-33),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1796.0000E,DVIT1796,1796,  K 12 12,K,12,12,Olmo (030-33),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1797.0000D,DVIT1797,1797,  K 12 13,K,12,13,Olmo (030-37),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1797.0000C,DVIT1797,1797,  K 12 14,K,12,14,Olmo (030-37),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1798.0000E,DVIT1798,1798,  K 12 15,K,12,15,Olmo (030-44),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1798.0000F,DVIT1798,1798,  K 12 16,K,12,16,Olmo (030-44),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1799.0000D,DVIT1799,1799,  K 12 17,K,12,17,Olmo (030-51),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1799.0000C,DVIT1799,1799,  K 12 18,K,12,18,Olmo (030-51),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1800.0000D,DVIT1800,1800,  K 12 19,K,12,19,Olmo (030-53),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1800.0000C,DVIT1800,1800,  K 12 20,K,12,20,Olmo (030-53),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1801.0000D,DVIT1801,1801,  K 12 21,K,12,21,Olmo (033-50),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1801.0000C,DVIT1801,1801,  K 12 22,K,12,22,Olmo (033-50),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1802.0000D,DVIT1802,1802,  K 12 23,K,12,23,Olmo (033-60),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1802.0000C,DVIT1802,1802,  K 12 24,K,12,24,Olmo (033-60),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1803.0000E,DVIT1803,1803,  K 12 25,K,12,25,Olmo (034-16),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1803.0000D,DVIT1803,1803,  K 12 26,K,12,26,Olmo (034-16),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1805.0000D,DVIT1805,1805,  K 12 29,K,12,29,Olmo (034-26),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1805.0000C,DVIT1805,1805,  K 12 30,K,12,30,Olmo (034-26),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1804.0000D,DVIT1804,1804,  K 12 27,K,12,27,Olmo (034-29),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1804.0000C,DVIT1804,1804,  K 12 28,K,12,28,Olmo (034-29),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1806.0000E,DVIT1806,1806,  K 12 31,K,12,31,Olmo (034-54),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1806.0000F,DVIT1806,1806,  K 12 32,K,12,32,Olmo (034-54),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1807.0000C,DVIT1807,1807,  K 12 33,K,12,33,Olmo (034-55),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1807.0000D,DVIT1807,1807,  K 12 34,K,12,34,Olmo (034-55),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1808.0000D,DVIT1808,1808,  K 12 35,K,12,35,Olmo (035-07),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1808.0000C,DVIT1808,1808,  K 12 36,K,12,36,Olmo (035-07),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1809.0000E,DVIT1809,1809,  K 12 37,K,12,37,Olmo (035-11),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1809.0000C,DVIT1809,1809,  K 12 38,K,12,38,Olmo (035-11),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1811.0000C,DVIT1811,1811,  K 12 41,K,12,41,Olmo (035-41),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1811.0000D,DVIT1811,1811,  K 12 42,K,12,42,Olmo (035-41),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1812.0000E,DVIT1812,1812,  K 12 43,K,12,43,Olmo (035-47),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1812.0000D,DVIT1812,1812,  K 12 44,K,12,44,Olmo (035-47),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1813.0000E,DVIT1813,1813,  K 12 45,K,12,45,Olmo (035-50),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1813.0000C,DVIT1813,1813,  K 12 46,K,12,46,Olmo (035-50),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1814.0000D,DVIT1814,1814,  K 12 47,K,12,47,Olmo (035-58),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1814.0000C,DVIT1814,1814,  K 12 48,K,12,48,Olmo (035-58),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1816.0000F,DVIT1816,1816,  K 12 51,K,12,51,Olmo (035-64),AFGHANISTAN,From Olmo Afghanistan collection
DVIT1816.0000E,DVIT1816,1816,  K 12 52,K,12,52,Olmo (035-64),AFGHANISTAN,From Olmo Afghanistan collection
DVIT2749.0000A,DVIT2749,2749,  K 14 79,K,14,79,Olmo 18-226 D,USA,NA
DVIT2749.0000B,DVIT2749,2749,  K 14 80,K,14,80,Olmo 18-226 D,USA,NA
DVIT2750.0000A,DVIT2750,2750,  K 15  1,K,15,1,Olmo 19-25 D,USA,NA
DVIT2750.0000B,DVIT2750,2750,  K 15  2,K,15,2,Olmo 19-25 D,USA,NA
DVIT2752.0000A,DVIT2752,2752,  L 15 63,L,15,63,Olmo 34F,USA,NA
DVIT2752.0000B,DVIT2752,2752,  L 15 64,L,15,64,Olmo 34F,USA,NA
DVIT2753.0000A,DVIT2753,2753,  K 15  3,K,15,3,Olmo 672,USA,NA
